id_registro,fecha_semana,anio,mes,tipo_residuo,descripcion,kg_generados,kg_reciclados,kg_disposicion,operador_retiro,tasa_reciclaje
RES-002982,2024-04-29,2024,4,E-waste,Componentes y productos defectuosos,5.37,3.98,1.4,VerdeLogística,74.11545623836126
RES-002983,2024-04-29,2024,4,Pilas y baterías,Pilas agotadas y baterías de litio,2.98,1.74,1.23,VerdeLogística,58.38926174496645
RES-002984,2024-04-29,2024,4,Residuo general,Residuos de oficina y comedor,9.99,1.3,8.7,EcoRetiro SA,13.013013013013014
RES-002985,2024-04-29,2024,4,Papel y cartón of.,Papel de impresión y documentos,4.46,2.52,1.95,Municipal,56.502242152466366
RES-002986,2024-05-06,2024,5,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,11.29,VerdeLogística,61.59863945578231
RES-002987,2024-05-06,2024,5,Plástico,"Film, espumas y plásticos varios",12.07,1.57,10.5,EcoRetiro SA,13.007456503728251
RES-002988,2024-05-06,2024,5,E-waste,Componentes y productos defectuosos,8.08,5.46,2.62,EcoRetiro SA,67.57425742574257
RES-002989,2024-05-06,2024,5,Pilas y baterías,Pilas agotadas y baterías de litio,2.7,1.37,1.33,EcoRetiro SA,50.74074074074074
RES-002990,2024-05-06,2024,5,Residuo general,Residuos de oficina y comedor,10.28,1.34,8.94,Municipal,13.03501945525292
RES-002991,2024-05-06,2024,5,Papel y cartón of.,Papel de impresión y documentos,3.7,2.92,0.78,VerdeLogística,78.9189189189189
RES-002992,2024-05-13,2024,5,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,11.92,VerdeLogística,62.866043613707156
RES-002993,2024-05-13,2024,5,Plástico,"Film, espumas y plásticos varios",15.11,1.96,13.15,VerdeLogística,12.971542025148908
RES-002994,2024-05-13,2024,5,E-waste,Componentes y productos defectuosos,6.75,4.51,2.24,EcoRetiro SA,66.81481481481481
RES-002995,2024-05-13,2024,5,Pilas y baterías,Pilas agotadas y baterías de litio,1.97,1.2,0.77,Municipal,60.91370558375634
RES-002996,2024-05-13,2024,5,Residuo general,Residuos de oficina y comedor,8.3,1.08,7.22,Municipal,13.012048192771083
RES-002997,2024-05-13,2024,5,Papel y cartón of.,Papel de impresión y documentos,3.62,2.07,1.55,EcoRetiro SA,57.18232044198894
RES-002998,2024-05-20,2024,5,Embalaje cartón,Cajas y embalajes de productos,21.85,6.5249999999999995,7.5,VerdeLogística,65.67505720823799
RES-002999,2024-05-20,2024,5,Plástico,"Film, espumas y plásticos varios",9.19,1.19,7.99,Municipal,12.948857453754082
RES-003000,2024-05-20,2024,5,E-waste,Componentes y productos defectuosos,7.56,5.89,1.68,EcoRetiro SA,77.91005291005291
RES-003001,2024-05-20,2024,5,Pilas y baterías,Pilas agotadas y baterías de litio,2.56,1.71,0.85,EcoRetiro SA,66.796875
RES-003002,2024-05-20,2024,5,Residuo general,Residuos de oficina y comedor,6.2,0.81,5.4,VerdeLogística,13.064516129032258
RES-003003,2024-05-20,2024,5,Papel y cartón of.,Papel de impresión y documentos,4.07,2.62,1.44,Municipal,64.37346437346437
RES-003004,2024-05-27,2024,5,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.45,VerdeLogística,57.39626227431106
RES-003005,2024-05-27,2024,5,Plástico,"Film, espumas y plásticos varios",11.31,1.47,9.84,Municipal,12.9973474801061
RES-003006,2024-05-27,2024,5,E-waste,Componentes y productos defectuosos,8.08,4.85,3.23,VerdeLogística,60.024752475247524
RES-003007,2024-05-27,2024,5,Pilas y baterías,Pilas agotadas y baterías de litio,2.36,1.67,0.69,EcoRetiro SA,70.76271186440678
RES-003008,2024-05-27,2024,5,Residuo general,Residuos de oficina y comedor,10.27,1.34,8.94,Municipal,13.047711781889
RES-003009,2024-05-27,2024,5,Papel y cartón of.,Papel de impresión y documentos,4.31,2.6,1.71,Municipal,60.32482598607889
RES-003010,2024-06-03,2024,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,11.75,Municipal,59.179415855354655
RES-003011,2024-06-03,2024,6,Plástico,"Film, espumas y plásticos varios",10.09,1.31,8.77,Municipal,12.983151635282459
RES-003012,2024-06-03,2024,6,E-waste,Componentes y productos defectuosos,5.84,3.78,2.06,VerdeLogística,64.72602739726028
RES-003013,2024-06-03,2024,6,Pilas y baterías,Pilas agotadas y baterías de litio,3.07,2.25,0.82,Municipal,73.28990228013029
RES-003014,2024-06-03,2024,6,Residuo general,Residuos de oficina y comedor,10.05,1.31,8.75,VerdeLogística,13.034825870646765
RES-003015,2024-06-03,2024,6,Papel y cartón of.,Papel de impresión y documentos,3.21,1.87,1.34,Municipal,58.255451713395644
RES-003016,2024-06-10,2024,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,9.11,EcoRetiro SA,67.66063187788427
RES-003017,2024-06-10,2024,6,Plástico,"Film, espumas y plásticos varios",12.77,1.66,11.11,EcoRetiro SA,12.999216914643696
RES-003018,2024-06-10,2024,6,E-waste,Componentes y productos defectuosos,7.07,4.55,2.52,Municipal,64.35643564356435
RES-003019,2024-06-10,2024,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.56,1.57,0.99,EcoRetiro SA,61.328125
RES-003020,2024-06-10,2024,6,Residuo general,Residuos de oficina y comedor,7.29,0.95,6.34,EcoRetiro SA,13.031550068587105
RES-003021,2024-06-10,2024,6,Papel y cartón of.,Papel de impresión y documentos,3.56,2.36,1.2,EcoRetiro SA,66.29213483146067
RES-003022,2024-06-17,2024,6,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.97,Municipal,55.07095880927657
RES-003023,2024-06-17,2024,6,Plástico,"Film, espumas y plásticos varios",11.4,1.48,9.92,EcoRetiro SA,12.982456140350877
RES-003024,2024-06-17,2024,6,E-waste,Componentes y productos defectuosos,6.19,4.56,1.63,VerdeLogística,73.66720516962843
RES-003025,2024-06-17,2024,6,Pilas y baterías,Pilas agotadas y baterías de litio,2.69,1.22,1.47,VerdeLogística,45.353159851301115
RES-003026,2024-06-17,2024,6,Residuo general,Residuos de oficina y comedor,9.37,1.22,8.15,Municipal,13.020277481323372
RES-003027,2024-06-17,2024,6,Papel y cartón of.,Papel de impresión y documentos,3.09,1.71,1.37,Municipal,55.33980582524271
RES-003028,2024-06-24,2024,6,Embalaje cartón,Cajas y embalajes de productos,19.34,6.5249999999999995,5.67,Municipal,70.68252326783868
RES-003029,2024-06-24,2024,6,Plástico,"Film, espumas y plásticos varios",13.57,1.76,11.81,Municipal,12.96978629329403
RES-003030,2024-06-24,2024,6,E-waste,Componentes y productos defectuosos,5.29,3.82,1.47,Municipal,72.2117202268431
RES-003031,2024-06-24,2024,6,Pilas y baterías,Pilas agotadas y baterías de litio,3.26,2.08,1.19,EcoRetiro SA,63.8036809815951
RES-003032,2024-06-24,2024,6,Residuo general,Residuos de oficina y comedor,8.04,1.05,6.99,Municipal,13.059701492537314
RES-003033,2024-06-24,2024,6,Papel y cartón of.,Papel de impresión y documentos,3.68,2.67,1.01,EcoRetiro SA,72.55434782608695
RES-003034,2024-07-01,2024,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.42,VerdeLogística,64.77595008508224
RES-003035,2024-07-01,2024,7,Plástico,"Film, espumas y plásticos varios",10.16,1.32,8.84,EcoRetiro SA,12.992125984251967
RES-003036,2024-07-01,2024,7,E-waste,Componentes y productos defectuosos,7.07,4.55,2.52,Municipal,64.35643564356435
RES-003037,2024-07-01,2024,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.52,1.58,0.95,Municipal,62.698412698412696
RES-003038,2024-07-01,2024,7,Residuo general,Residuos de oficina y comedor,9.57,1.24,8.32,EcoRetiro SA,12.957157784743991
RES-003039,2024-07-01,2024,7,Papel y cartón of.,Papel de impresión y documentos,2.68,1.8,0.88,EcoRetiro SA,67.16417910447761
RES-003040,2024-07-08,2024,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.49,Municipal,63.76559326950972
RES-003041,2024-07-08,2024,7,Plástico,"Film, espumas y plásticos varios",12.0,1.56,10.44,EcoRetiro SA,13.0
RES-003042,2024-07-08,2024,7,E-waste,Componentes y productos defectuosos,5.18,3.54,1.64,EcoRetiro SA,68.33976833976834
RES-003043,2024-07-08,2024,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.82,2.14,0.69,EcoRetiro SA,75.88652482269505
RES-003044,2024-07-08,2024,7,Residuo general,Residuos de oficina y comedor,5.99,0.78,5.21,Municipal,13.02170283806344
RES-003045,2024-07-08,2024,7,Papel y cartón of.,Papel de impresión y documentos,4.01,2.16,1.86,Municipal,53.865336658354124
RES-003046,2024-07-15,2024,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.04,EcoRetiro SA,61.38550352790251
RES-003047,2024-07-15,2024,7,Plástico,"Film, espumas y plásticos varios",12.66,1.65,11.02,EcoRetiro SA,13.033175355450236
RES-003048,2024-07-15,2024,7,E-waste,Componentes y productos defectuosos,7.26,4.76,2.5,Municipal,65.56473829201101
RES-003049,2024-07-15,2024,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.31,1.53,0.78,Municipal,66.23376623376623
RES-003050,2024-07-15,2024,7,Residuo general,Residuos de oficina y comedor,10.61,1.38,9.23,Municipal,13.006597549481622
RES-003051,2024-07-15,2024,7,Papel y cartón of.,Papel de impresión y documentos,3.87,2.71,1.16,EcoRetiro SA,70.02583979328165
RES-003052,2024-07-22,2024,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.06,EcoRetiro SA,65.39451114922812
RES-003053,2024-07-22,2024,7,Plástico,"Film, espumas y plásticos varios",10.92,1.42,9.5,Municipal,13.003663003663002
RES-003054,2024-07-22,2024,7,E-waste,Componentes y productos defectuosos,7.62,5.21,2.4,Municipal,68.37270341207349
RES-003055,2024-07-22,2024,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.29,1.51,0.78,Municipal,65.93886462882097
RES-003056,2024-07-22,2024,7,Residuo general,Residuos de oficina y comedor,9.1,1.18,7.92,EcoRetiro SA,12.967032967032969
RES-003057,2024-07-22,2024,7,Papel y cartón of.,Papel de impresión y documentos,3.94,2.65,1.29,VerdeLogística,67.25888324873097
RES-003058,2024-07-29,2024,7,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.0,VerdeLogística,56.30252100840336
RES-003059,2024-07-29,2024,7,Plástico,"Film, espumas y plásticos varios",14.4,1.87,12.53,Municipal,12.986111111111112
RES-003060,2024-07-29,2024,7,E-waste,Componentes y productos defectuosos,7.9,5.18,2.72,EcoRetiro SA,65.56962025316454
RES-003061,2024-07-29,2024,7,Pilas y baterías,Pilas agotadas y baterías de litio,2.67,1.84,0.83,EcoRetiro SA,68.91385767790263
RES-003062,2024-07-29,2024,7,Residuo general,Residuos de oficina y comedor,8.34,1.08,7.25,Municipal,12.949640287769784
RES-003063,2024-07-29,2024,7,Papel y cartón of.,Papel de impresión y documentos,4.41,2.29,2.13,Municipal,51.92743764172335
RES-003064,2024-08-05,2024,8,Embalaje cartón,Cajas y embalajes de productos,21.92,6.5249999999999995,8.69,VerdeLogística,60.35583941605839
RES-003065,2024-08-05,2024,8,Plástico,"Film, espumas y plásticos varios",12.37,1.61,10.76,EcoRetiro SA,13.01535974130962
RES-003066,2024-08-05,2024,8,E-waste,Componentes y productos defectuosos,6.96,4.55,2.4,VerdeLogística,65.37356321839081
RES-003067,2024-08-05,2024,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.45,1.54,0.91,EcoRetiro SA,62.857142857142854
RES-003068,2024-08-05,2024,8,Residuo general,Residuos de oficina y comedor,7.52,0.98,6.54,Municipal,13.031914893617023
RES-003069,2024-08-05,2024,8,Papel y cartón of.,Papel de impresión y documentos,2.95,1.67,1.28,Municipal,56.61016949152542
RES-003070,2024-08-12,2024,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,10.88,Municipal,55.80828594638505
RES-003071,2024-08-12,2024,8,Plástico,"Film, espumas y plásticos varios",9.24,1.2,8.04,VerdeLogística,12.987012987012985
RES-003072,2024-08-12,2024,8,E-waste,Componentes y productos defectuosos,6.54,4.7,1.84,VerdeLogística,71.86544342507646
RES-003073,2024-08-12,2024,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.64,1.56,1.08,Municipal,59.09090909090909
RES-003074,2024-08-12,2024,8,Residuo general,Residuos de oficina y comedor,8.34,1.08,7.25,EcoRetiro SA,12.949640287769784
RES-003075,2024-08-12,2024,8,Papel y cartón of.,Papel de impresión y documentos,4.78,2.95,1.83,VerdeLogística,61.71548117154811
RES-003076,2024-08-19,2024,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,9.09,Municipal,63.123732251521304
RES-003077,2024-08-19,2024,8,Plástico,"Film, espumas y plásticos varios",10.77,1.4,9.37,EcoRetiro SA,12.999071494893222
RES-003078,2024-08-19,2024,8,E-waste,Componentes y productos defectuosos,5.94,3.88,2.07,Municipal,65.31986531986531
RES-003079,2024-08-19,2024,8,Pilas y baterías,Pilas agotadas y baterías de litio,2.95,1.67,1.29,VerdeLogística,56.61016949152542
RES-003080,2024-08-19,2024,8,Residuo general,Residuos de oficina y comedor,9.84,1.28,8.56,VerdeLogística,13.008130081300814
RES-003081,2024-08-19,2024,8,Papel y cartón of.,Papel de impresión y documentos,4.27,2.9,1.37,VerdeLogística,67.91569086651054
RES-003082,2024-08-26,2024,8,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,10.72,Municipal,68.4891240446796
RES-003083,2024-08-26,2024,8,Plástico,"Film, espumas y plásticos varios",10.55,1.37,9.18,VerdeLogística,12.985781990521328
RES-003084,2024-08-26,2024,8,E-waste,Componentes y productos defectuosos,8.66,5.92,2.74,VerdeLogística,68.36027713625866
RES-003085,2024-08-26,2024,8,Pilas y baterías,Pilas agotadas y baterías de litio,3.33,1.76,1.57,Municipal,52.85285285285285
RES-003086,2024-08-26,2024,8,Residuo general,Residuos de oficina y comedor,12.63,1.64,10.99,Municipal,12.984956452889943
RES-003087,2024-08-26,2024,8,Papel y cartón of.,Papel de impresión y documentos,4.2,2.86,1.34,EcoRetiro SA,68.09523809523809
RES-003088,2024-09-02,2024,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,7.66,EcoRetiro SA,69.81875492513791
RES-003089,2024-09-02,2024,9,Plástico,"Film, espumas y plásticos varios",13.9,1.81,12.09,Municipal,13.02158273381295
RES-003090,2024-09-02,2024,9,E-waste,Componentes y productos defectuosos,5.02,3.45,1.57,VerdeLogística,68.72509960159363
RES-003091,2024-09-02,2024,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.24,1.54,0.7,VerdeLogística,68.75
RES-003092,2024-09-02,2024,9,Residuo general,Residuos de oficina y comedor,7.86,1.02,6.84,VerdeLogística,12.977099236641221
RES-003093,2024-09-02,2024,9,Papel y cartón of.,Papel de impresión y documentos,4.43,2.86,1.57,VerdeLogística,64.55981941309255
RES-003094,2024-09-09,2024,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,9.41,Municipal,71.2759462759463
RES-003095,2024-09-09,2024,9,Plástico,"Film, espumas y plásticos varios",12.31,1.6,10.71,EcoRetiro SA,12.997562956945574
RES-003096,2024-09-09,2024,9,E-waste,Componentes y productos defectuosos,5.93,4.1,1.83,VerdeLogística,69.13996627318718
RES-003097,2024-09-09,2024,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.44,1.62,0.83,VerdeLogística,66.39344262295083
RES-003098,2024-09-09,2024,9,Residuo general,Residuos de oficina y comedor,8.79,1.14,7.65,EcoRetiro SA,12.969283276450513
RES-003099,2024-09-09,2024,9,Papel y cartón of.,Papel de impresión y documentos,2.72,1.78,0.94,EcoRetiro SA,65.44117647058823
RES-003100,2024-09-16,2024,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.86,EcoRetiro SA,66.952629615815
RES-003101,2024-09-16,2024,9,Plástico,"Film, espumas y plásticos varios",11.72,1.52,10.19,EcoRetiro SA,12.969283276450511
RES-003102,2024-09-16,2024,9,E-waste,Componentes y productos defectuosos,6.28,4.95,1.33,VerdeLogística,78.82165605095541
RES-003103,2024-09-16,2024,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.36,1.55,0.82,EcoRetiro SA,65.67796610169492
RES-003104,2024-09-16,2024,9,Residuo general,Residuos de oficina y comedor,11.92,1.55,10.37,Municipal,13.003355704697986
RES-003105,2024-09-16,2024,9,Papel y cartón of.,Papel de impresión y documentos,3.16,2.22,0.93,EcoRetiro SA,70.25316455696203
RES-003106,2024-09-23,2024,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,9.54,VerdeLogística,63.47992351816445
RES-003107,2024-09-23,2024,9,Plástico,"Film, espumas y plásticos varios",12.48,1.62,10.86,EcoRetiro SA,12.980769230769232
RES-003108,2024-09-23,2024,9,E-waste,Componentes y productos defectuosos,7.99,4.66,3.33,VerdeLogística,58.322903629536924
RES-003109,2024-09-23,2024,9,Pilas y baterías,Pilas agotadas y baterías de litio,2.58,1.55,1.03,VerdeLogística,60.07751937984496
RES-003110,2024-09-23,2024,9,Residuo general,Residuos de oficina y comedor,10.2,1.33,8.87,EcoRetiro SA,13.039215686274511
RES-003111,2024-09-23,2024,9,Papel y cartón of.,Papel de impresión y documentos,4.26,2.95,1.31,Municipal,69.24882629107982
RES-003112,2024-09-30,2024,9,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,10.92,Municipal,57.8215527230591
RES-003113,2024-09-30,2024,9,Plástico,"Film, espumas y plásticos varios",11.48,1.49,9.98,VerdeLogística,12.979094076655052
RES-003114,2024-09-30,2024,9,E-waste,Componentes y productos defectuosos,5.56,3.8,1.76,Municipal,68.34532374100719
RES-003115,2024-09-30,2024,9,Pilas y baterías,Pilas agotadas y baterías de litio,3.01,1.8,1.21,VerdeLogística,59.800664451827245
RES-003116,2024-09-30,2024,9,Residuo general,Residuos de oficina y comedor,10.03,1.3,8.73,VerdeLogística,12.961116650049851
RES-003117,2024-09-30,2024,9,Papel y cartón of.,Papel de impresión y documentos,3.28,2.4,0.88,EcoRetiro SA,73.17073170731707
RES-003118,2024-10-07,2024,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.05,Municipal,64.4752358490566
RES-003119,2024-10-07,2024,10,Plástico,"Film, espumas y plásticos varios",13.13,1.71,11.42,VerdeLogística,13.023610053313023
RES-003120,2024-10-07,2024,10,E-waste,Componentes y productos defectuosos,7.68,4.39,3.28,Municipal,57.16145833333333
RES-003121,2024-10-07,2024,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.66,1.62,1.04,EcoRetiro SA,60.902255639097746
RES-003122,2024-10-07,2024,10,Residuo general,Residuos de oficina y comedor,9.47,1.23,8.24,Municipal,12.988384371700104
RES-003123,2024-10-07,2024,10,Papel y cartón of.,Papel de impresión y documentos,3.53,2.3,1.23,Municipal,65.15580736543909
RES-003124,2024-10-14,2024,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,14.22,EcoRetiro SA,57.54773269689737
RES-003125,2024-10-14,2024,10,Plástico,"Film, espumas y plásticos varios",8.69,1.13,7.56,VerdeLogística,13.003452243958572
RES-003126,2024-10-14,2024,10,E-waste,Componentes y productos defectuosos,6.36,4.59,1.77,Municipal,72.1698113207547
RES-003127,2024-10-14,2024,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.15,1.32,0.82,EcoRetiro SA,61.395348837209305
RES-003128,2024-10-14,2024,10,Residuo general,Residuos de oficina y comedor,10.93,1.42,9.51,VerdeLogística,12.991765782250686
RES-003129,2024-10-14,2024,10,Papel y cartón of.,Papel de impresión y documentos,4.49,3.12,1.37,EcoRetiro SA,69.48775055679288
RES-003130,2024-10-21,2024,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.9,Municipal,71.52000000000001
RES-003131,2024-10-21,2024,10,Plástico,"Film, espumas y plásticos varios",11.05,1.44,9.61,EcoRetiro SA,13.031674208144794
RES-003132,2024-10-21,2024,10,E-waste,Componentes y productos defectuosos,7.53,4.5,3.03,VerdeLogística,59.76095617529881
RES-003133,2024-10-21,2024,10,Pilas y baterías,Pilas agotadas y baterías de litio,3.08,2.21,0.87,EcoRetiro SA,71.75324675324674
RES-003134,2024-10-21,2024,10,Residuo general,Residuos de oficina y comedor,10.22,1.33,8.89,EcoRetiro SA,13.013698630136986
RES-003135,2024-10-21,2024,10,Papel y cartón of.,Papel de impresión y documentos,3.53,2.45,1.08,EcoRetiro SA,69.40509915014165
RES-003136,2024-10-28,2024,10,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,11.34,EcoRetiro SA,61.389172625127685
RES-003137,2024-10-28,2024,10,Plástico,"Film, espumas y plásticos varios",12.81,1.67,11.15,VerdeLogística,13.036690085870411
RES-003138,2024-10-28,2024,10,E-waste,Componentes y productos defectuosos,4.87,3.45,1.42,Municipal,70.84188911704312
RES-003139,2024-10-28,2024,10,Pilas y baterías,Pilas agotadas y baterías de litio,2.1,1.46,0.63,EcoRetiro SA,69.52380952380952
RES-003140,2024-10-28,2024,10,Residuo general,Residuos de oficina y comedor,7.22,0.94,6.28,EcoRetiro SA,13.019390581717452
RES-003141,2024-10-28,2024,10,Papel y cartón of.,Papel de impresión y documentos,3.49,2.37,1.12,EcoRetiro SA,67.90830945558739
RES-003142,2024-11-04,2024,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,13.15,EcoRetiro SA,60.51051051051051
RES-003143,2024-11-04,2024,11,Plástico,"Film, espumas y plásticos varios",10.15,1.32,8.83,EcoRetiro SA,13.004926108374384
RES-003144,2024-11-04,2024,11,E-waste,Componentes y productos defectuosos,7.87,6.08,1.78,VerdeLogística,77.2554002541296
RES-003145,2024-11-04,2024,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.14,1.03,1.11,VerdeLogística,48.13084112149533
RES-003146,2024-11-04,2024,11,Residuo general,Residuos de oficina y comedor,11.42,1.48,9.94,Municipal,12.95971978984238
RES-003147,2024-11-04,2024,11,Papel y cartón of.,Papel de impresión y documentos,3.64,2.15,1.49,VerdeLogística,59.06593406593406
RES-003148,2024-11-11,2024,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,6.64,Municipal,77.61696398519017
RES-003149,2024-11-11,2024,11,Plástico,"Film, espumas y plásticos varios",12.94,1.68,11.26,EcoRetiro SA,12.982998454404946
RES-003150,2024-11-11,2024,11,E-waste,Componentes y productos defectuosos,7.62,5.03,2.59,Municipal,66.01049868766404
RES-003151,2024-11-11,2024,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.66,2.02,0.64,VerdeLogística,75.93984962406014
RES-003152,2024-11-11,2024,11,Residuo general,Residuos de oficina y comedor,8.04,1.05,7.0,VerdeLogística,13.059701492537314
RES-003153,2024-11-11,2024,11,Papel y cartón of.,Papel de impresión y documentos,4.14,2.68,1.46,Municipal,64.73429951690822
RES-003154,2024-11-18,2024,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,12.38,EcoRetiro SA,57.559136098731564
RES-003155,2024-11-18,2024,11,Plástico,"Film, espumas y plásticos varios",12.52,1.63,10.9,Municipal,13.019169329073483
RES-003156,2024-11-18,2024,11,E-waste,Componentes y productos defectuosos,7.42,4.73,2.69,Municipal,63.746630727762806
RES-003157,2024-11-18,2024,11,Pilas y baterías,Pilas agotadas y baterías de litio,3.02,1.98,1.04,Municipal,65.56291390728477
RES-003158,2024-11-18,2024,11,Residuo general,Residuos de oficina y comedor,6.34,0.82,5.51,EcoRetiro SA,12.933753943217665
RES-003159,2024-11-18,2024,11,Papel y cartón of.,Papel de impresión y documentos,4.03,2.31,1.71,EcoRetiro SA,57.32009925558312
RES-003160,2024-11-25,2024,11,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.16,VerdeLogística,77.18120805369128
RES-003161,2024-11-25,2024,11,Plástico,"Film, espumas y plásticos varios",13.56,1.76,11.8,EcoRetiro SA,12.979351032448378
RES-003162,2024-11-25,2024,11,E-waste,Componentes y productos defectuosos,6.82,4.7,2.12,EcoRetiro SA,68.9149560117302
RES-003163,2024-11-25,2024,11,Pilas y baterías,Pilas agotadas y baterías de litio,2.2,1.52,0.68,VerdeLogística,69.09090909090908
RES-003164,2024-11-25,2024,11,Residuo general,Residuos de oficina y comedor,8.19,1.06,7.13,VerdeLogística,12.942612942612945
RES-003165,2024-11-25,2024,11,Papel y cartón of.,Papel de impresión y documentos,4.77,2.79,1.97,Municipal,58.49056603773586
RES-003166,2024-12-02,2024,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.01,Municipal,63.93516434038721
RES-003167,2024-12-02,2024,12,Plástico,"Film, espumas y plásticos varios",12.83,1.67,11.16,Municipal,13.016367887763055
RES-003168,2024-12-02,2024,12,E-waste,Componentes y productos defectuosos,9.19,5.54,3.65,VerdeLogística,60.28291621327531
RES-003169,2024-12-02,2024,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.5,1.63,0.88,VerdeLogística,65.19999999999999
RES-003170,2024-12-02,2024,12,Residuo general,Residuos de oficina y comedor,7.83,1.02,6.81,VerdeLogística,13.026819923371647
RES-003171,2024-12-02,2024,12,Papel y cartón of.,Papel de impresión y documentos,3.16,1.67,1.49,VerdeLogística,52.84810126582278
RES-003172,2024-12-09,2024,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,14.54,VerdeLogística,59.834254143646405
RES-003173,2024-12-09,2024,12,Plástico,"Film, espumas y plásticos varios",8.09,1.05,7.04,Municipal,12.978986402966628
RES-003174,2024-12-09,2024,12,E-waste,Componentes y productos defectuosos,6.42,4.68,1.74,EcoRetiro SA,72.89719626168224
RES-003175,2024-12-09,2024,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.67,1.83,0.85,Municipal,68.53932584269663
RES-003176,2024-12-09,2024,12,Residuo general,Residuos de oficina y comedor,11.56,1.5,10.06,EcoRetiro SA,12.975778546712801
RES-003177,2024-12-09,2024,12,Papel y cartón of.,Papel de impresión y documentos,4.3,2.06,2.24,Municipal,47.906976744186046
RES-003178,2024-12-16,2024,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.8,EcoRetiro SA,67.8127286027798
RES-003179,2024-12-16,2024,12,Plástico,"Film, espumas y plásticos varios",12.11,1.57,10.54,Municipal,12.964492155243601
RES-003180,2024-12-16,2024,12,E-waste,Componentes y productos defectuosos,7.39,6.09,1.3,Municipal,82.4086603518268
RES-003181,2024-12-16,2024,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.12,1.07,1.05,Municipal,50.47169811320755
RES-003182,2024-12-16,2024,12,Residuo general,Residuos de oficina y comedor,5.91,0.77,5.14,EcoRetiro SA,13.028764805414554
RES-003183,2024-12-16,2024,12,Papel y cartón of.,Papel de impresión y documentos,4.23,2.71,1.53,Municipal,64.06619385342789
RES-003184,2024-12-23,2024,12,Embalaje cartón,Cajas y embalajes de productos,22.1475,6.5249999999999995,8.35,Municipal,63.4892872759073
RES-003185,2024-12-23,2024,12,Plástico,"Film, espumas y plásticos varios",10.93,1.42,9.51,Municipal,12.991765782250686
RES-003186,2024-12-23,2024,12,E-waste,Componentes y productos defectuosos,6.46,3.39,3.06,EcoRetiro SA,52.47678018575852
RES-003187,2024-12-23,2024,12,Pilas y baterías,Pilas agotadas y baterías de litio,2.7,1.88,0.82,EcoRetiro SA,69.62962962962962
