id_orden_compra,fecha_emision,fecha_pago,proveedor,categoria,monto_ars,condicion_pago,estado
OC-5845,2025-10-01,2025-10-20,NetSupply SA,Redes,9131932513,60 días,Pagado
OC-5846,2025-10-01,2025-10-18,NetSupply SA,Seguridad,878101861,60 días,Pagado
OC-5847,2025-11-01,2025-11-13,DistribuidoraTech SA,Smartphones,46634106565,Contado,Pagado
OC-5848,2025-11-01,2025-11-05,MegaComputo SRL,Computación,54715498923,60 días,Pagado
OC-5849,2025-11-01,2025-11-20,DistribuidoraTech SA,Tablets,22663365845,30 días,Pagado
OC-5850,2025-11-01,2025-11-18,ElectroImport SA,TV/Audio,38972829029,Contado,Pagado
OC-5851,2025-11-01,2025-11-18,AccesoriosTotal SRL,Accesorios,19058868272,60 días,Pagado
OC-5852,2025-11-01,2025-11-14,MegaComputo SRL,Periféricos,25583550339,Contado,Pagado
OC-5853,2025-11-01,2025-11-18,MegaComputo SRL,Almacenamiento,13409064501,60 días,Pagado
OC-5854,2025-11-01,2025-11-13,NetSupply SA,Redes,1246304291,Contado,Pagado
OC-5855,2025-11-01,2025-11-15,NetSupply SA,Seguridad,9094455645,60 días,Pagado
OC-5856,2025-12-01,2025-12-15,DistribuidoraTech SA,Smartphones,47819123464,60 días,Pagado
OC-5857,2025-12-01,2025-12-14,MegaComputo SRL,Computación,47165307882,30 días,Pagado
OC-5858,2025-12-01,2025-12-07,DistribuidoraTech SA,Tablets,19134475263,Contado,Pagado
OC-5859,2025-12-01,2025-12-15,ElectroImport SA,TV/Audio,37748426309,60 días,Pagado
OC-5860,2025-12-01,2025-12-08,AccesoriosTotal SRL,Accesorios,20617355662,Contado,Pagado
OC-5861,2025-12-01,2025-12-10,MegaComputo SRL,Periféricos,23351556565,60 días,Pagado
OC-5862,2025-12-01,2025-12-14,MegaComputo SRL,Almacenamiento,16167208659,60 días,Pagado
OC-5863,2025-12-01,2025-12-15,NetSupply SA,Redes,12245625725,60 días,Pagado
OC-5864,2025-12-01,2025-12-16,NetSupply SA,Seguridad,9366782665,60 días,Pagado
